subj_idx,rank,control_1,context_1,epoch,rt,mood,response,feedback,split_by,q_init,trial,trial_in_block,fmood
68,1,2,-20,epoc1,6.33,4,1,0,0,0.5,1,1,med
68,1,2,-20,epoc1,3.673,4,1,1,0,0.5,2,2,med
68,1,2,-20,epoc1,4.396,4,1,0,0,0.5,3,3,med
68,1,2,-20,epoc1,2.109,4,1,1,0,0.5,4,4,med
68,1,2,-20,epoc1,2.445,4,1,1,0,0.5,5,5,med
68,1,2,-20,epoc1,1.208,4,1,1,0,0.5,6,6,med
68,1,2,-20,epoc1,1.073,4,1,0,0,0.5,7,7,med
68,1,2,-20,epoc1,0.99,4,1,1,0,0.5,8,8,med
68,1,2,-20,epoc1,0.823,4,1,1,0,0.5,9,9,med
68,1,2,-20,epoc1,0.677,4,1,1,0,0.5,10,10,med
68,1,2,-20,epoc1,0.584,4,0,0,0,0.5,11,11,med
68,1,2,-20,epoc1,1.165,4,1,1,0,0.5,12,12,med
68,1,2,-20,epoc1,0.99,4,1,1,0,0.5,13,13,med
68,1,2,-20,epoc1,1.277,4,1,1,0,0.5,14,14,med
68,1,2,-20,epoc1,0.998,4,1,1,0,0.5,15,15,med
68,1,2,-20,epoc2,1.964,4,1,0,0,0.5,16,16,med
68,1,2,-20,epoc2,1.135,4,1,0,0,0.5,17,17,med
68,1,2,-20,epoc2,0.77,4,1,0,0,0.5,18,18,med
68,1,2,-20,epoc2,1.014,4,1,0,0,0.5,19,19,med
68,1,2,-20,epoc2,1.04,4,1,1,0,0.5,20,20,med
68,1,2,-20,epoc2,0.879,4,1,0,0,0.5,21,21,med
68,1,2,-20,epoc2,0.844,4,1,0,0,0.5,22,22,med
68,1,2,-20,epoc2,0.753,4,0,0,0,0.5,23,23,med
68,1,2,-20,epoc2,1.583,4,1,0,0,0.5,24,24,med
68,1,2,-20,epoc2,0.873,4,1,1,0,0.5,25,25,med
68,1,2,-20,epoc2,1.451,4,1,0,0,0.5,26,26,med
68,1,2,-20,epoc2,0.736,4,1,0,0,0.5,27,27,med
68,1,2,-20,epoc2,0.834,4,1,0,0,0.5,28,28,med
68,1,2,-20,epoc2,0.814,4,1,0,0,0.5,29,29,med
68,1,2,-20,epoc2,0.831,4,1,0,0,0.5,30,30,med
68,2,1,-10,epoc1,3.664,0,1,1,0,0.5,31,1,med
68,2,1,-10,epoc1,2.092,0,1,1,0,0.5,32,2,med
68,2,1,-10,epoc1,1.067,0,1,1,0,0.5,33,3,med
68,2,1,-10,epoc1,1.134,0,1,1,0,0.5,34,4,med
68,2,1,-10,epoc1,1.018,0,1,0,0,0.5,35,5,med
68,2,1,-10,epoc1,0.881,0,1,1,0,0.5,36,6,med
68,2,1,-10,epoc1,1.081,0,1,0,0,0.5,37,7,med
68,2,1,-10,epoc1,1.326,0,1,1,0,0.5,38,8,med
68,2,1,-10,epoc1,1.198,0,1,1,0,0.5,39,9,med
68,2,1,-10,epoc1,0.682,0,1,1,0,0.5,40,10,med
68,2,1,-10,epoc1,0.696,0,1,1,0,0.5,41,11,med
68,2,1,-10,epoc1,0.691,0,1,1,0,0.5,42,12,med
68,2,1,-10,epoc1,0.623,0,1,1,0,0.5,43,13,med
68,2,1,-10,epoc1,0.773,0,1,1,0,0.5,44,14,med
68,2,1,-10,epoc1,0.916,0,1,0,0,0.5,45,15,med
68,2,1,-10,epoc2,0.884,0,1,1,0,0.5,46,16,med
68,2,1,-10,epoc2,0.877,0,1,1,0,0.5,47,17,med
68,2,1,-10,epoc2,1.149,0,1,0,0,0.5,48,18,med
68,2,1,-10,epoc2,0.732,0,1,0,0,0.5,49,19,med
68,2,1,-10,epoc2,0.661,0,1,0,0,0.5,50,20,med
68,2,1,-10,epoc2,0.965,0,1,1,0,0.5,51,21,med
68,2,1,-10,epoc2,0.92,0,1,0,0,0.5,52,22,med
68,2,1,-10,epoc2,0.676,0,1,0,0,0.5,53,23,med
68,2,1,-10,epoc2,0.667,0,1,0,0,0.5,54,24,med
68,2,1,-10,epoc2,1.011,0,1,0,0,0.5,55,25,med
68,2,1,-10,epoc2,0.982,0,1,0,0,0.5,56,26,med
68,2,1,-10,epoc2,0.997,0,1,0,0,0.5,57,27,med
68,2,1,-10,epoc2,1.876,0,1,0,0,0.5,58,28,med
68,2,1,-10,epoc2,0.836,0,1,0,0,0.5,59,29,med
68,2,1,-10,epoc2,0.97,0,1,0,0,0.5,60,30,med
68,3,3,15,epoc1,7.836,0,1,0,0,0.5,61,1,med
68,3,3,15,epoc1,1.521,0,1,1,0,0.5,62,2,med
68,3,3,15,epoc1,0.796,0,1,1,0,0.5,63,3,med
68,3,3,15,epoc1,0.823,0,1,1,0,0.5,64,4,med
68,3,3,15,epoc1,0.626,0,1,1,0,0.5,65,5,med
68,3,3,15,epoc1,1.341,0,1,1,0,0.5,66,6,med
68,3,3,15,epoc1,0.893,0,1,1,0,0.5,67,7,med
68,3,3,15,epoc1,1.398,0,1,1,0,0.5,68,8,med
68,3,3,15,epoc1,1.427,0,1,1,0,0.5,69,9,med
68,3,3,15,epoc1,0.967,0,1,1,0,0.5,70,10,med
68,3,3,15,epoc1,1.015,0,1,0,0,0.5,71,11,med
68,3,3,15,epoc1,0.836,0,1,1,0,0.5,72,12,med
68,3,3,15,epoc1,1.188,0,1,1,0,0.5,73,13,med
68,3,3,15,epoc1,1.145,0,1,0,0,0.5,74,14,med
68,3,3,15,epoc1,1.348,0,1,1,0,0.5,75,15,med
68,3,3,15,epoc2,0.878,0,1,1,0,0.5,76,16,med
68,3,3,15,epoc2,1.116,0,1,1,0,0.5,77,17,med
68,3,3,15,epoc2,1.519,0,1,0,0,0.5,78,18,med
68,3,3,15,epoc2,1.461,0,1,0,0,0.5,79,19,med
68,3,3,15,epoc2,0.952,0,1,0,0,0.5,80,20,med
68,3,3,15,epoc2,0.989,0,1,0,0,0.5,81,21,med
68,3,3,15,epoc2,0.951,0,1,1,0,0.5,82,22,med
68,3,3,15,epoc2,1.063,0,1,0,0,0.5,83,23,med
68,3,3,15,epoc2,0.834,0,1,0,0,0.5,84,24,med
68,3,3,15,epoc2,0.897,0,1,0,0,0.5,85,25,med
68,3,3,15,epoc2,1.262,0,1,0,0,0.5,86,26,med
68,3,3,15,epoc2,1.244,0,1,0,0,0.5,87,27,med
68,3,3,15,epoc2,1.09,0,1,0,0,0.5,88,28,med
68,3,3,15,epoc2,0.763,0,1,0,0,0.5,89,29,med
68,3,3,15,epoc2,0.995,0,1,0,0,0.5,90,30,med
68,4,4,-20,epoc1,2.647,5,0,0,0,0.5,91,1,med
68,4,4,-20,epoc1,3.182,5,0,0,0,0.5,92,2,med
68,4,4,-20,epoc1,1.659,5,0,0,0,0.5,93,3,med
68,4,4,-20,epoc1,0.939,5,1,0,0,0.5,94,4,med
68,4,4,-20,epoc1,3.725,5,0,0,0,0.5,95,5,med
68,4,4,-20,epoc1,1.727,5,0,0,0,0.5,96,6,med
68,4,4,-20,epoc1,1.905,5,0,0,0,0.5,97,7,med
68,4,4,-20,epoc1,2.074,5,0,0,0,0.5,98,8,med
68,4,4,-20,epoc1,2.558,5,1,0,0,0.5,99,9,med
68,4,4,-20,epoc1,1.876,5,1,1,0,0.5,100,10,med
68,4,4,-20,epoc1,1.793,5,1,1,0,0.5,101,11,med
68,4,4,-20,epoc1,1.264,5,1,1,0,0.5,102,12,med
68,4,4,-20,epoc1,1.882,5,1,0,0,0.5,103,13,med
68,4,4,-20,epoc1,1.307,5,1,1,0,0.5,104,14,med
68,4,4,-20,epoc1,4.66,5,1,1,0,0.5,105,15,med
68,4,4,-20,epoc2,1.343,5,1,0,0,0.5,106,16,med
68,4,4,-20,epoc2,1.767,5,0,1,0,0.5,107,17,med
68,4,4,-20,epoc2,0.967,5,0,1,0,0.5,108,18,med
68,4,4,-20,epoc2,2.269,5,0,1,0,0.5,109,19,med
68,4,4,-20,epoc2,0.906,5,0,1,0,0.5,110,20,med
68,4,4,-20,epoc2,0.968,5,0,1,0,0.5,111,21,med
68,4,4,-20,epoc2,1.647,5,0,0,0,0.5,112,22,med
68,4,4,-20,epoc2,2.454,5,0,0,0,0.5,113,23,med
68,4,4,-20,epoc2,1.45,5,1,0,0,0.5,114,24,med
68,4,4,-20,epoc2,2.51,5,0,1,0,0.5,115,25,med
68,4,4,-20,epoc2,0.87,5,0,0,0,0.5,116,26,med
68,4,4,-20,epoc2,1.244,5,0,1,0,0.5,117,27,med
68,4,4,-20,epoc2,1.28,5,1,0,0,0.5,118,28,med
68,4,4,-20,epoc2,1.213,5,0,1,0,0.5,119,29,med
68,4,4,-20,epoc2,1.699,5,0,1,0,0.5,120,30,med
69,1,2,-26,epoc1,3.231,0,0,0,0,0.5,1,1,med
69,1,2,-26,epoc1,1.278,0,1,0,0,0.5,2,2,med
69,1,2,-26,epoc1,7.679,0,0,0,0,0.5,3,3,med
69,1,2,-26,epoc1,2.861,0,0,0,0,0.5,4,4,med
69,1,2,-26,epoc1,1.304,0,0,0,0,0.5,5,5,med
69,1,2,-26,epoc1,0.667,0,0,0,0,0.5,6,6,med
69,1,2,-26,epoc1,2.637,0,0,0,0,0.5,7,7,med
69,1,2,-26,epoc1,1.537,0,0,0,0,0.5,8,8,med
69,1,2,-26,epoc1,2.81,0,1,0,0,0.5,9,9,med
69,1,2,-26,epoc1,1.742,0,0,1,0,0.5,10,10,med
69,1,2,-26,epoc1,1.558,0,0,0,0,0.5,11,11,med
69,1,2,-26,epoc1,1.648,0,0,0,0,0.5,12,12,med
69,1,2,-26,epoc1,1.258,0,0,0,0,0.5,13,13,med
69,1,2,-26,epoc1,1.769,0,0,0,0,0.5,14,14,med
69,1,2,-26,epoc1,2.067,0,0,0,0,0.5,15,15,med
69,1,2,-26,epoc2,1.639,0,0,1,0,0.5,16,16,med
69,1,2,-26,epoc2,1.42,0,0,1,0,0.5,17,17,med
69,1,2,-26,epoc2,1.784,0,0,1,0,0.5,18,18,med
69,1,2,-26,epoc2,1.53,0,0,1,0,0.5,19,19,med
69,1,2,-26,epoc2,1.389,0,0,1,0,0.5,20,20,med
69,1,2,-26,epoc2,1.318,0,0,0,0,0.5,21,21,med
69,1,2,-26,epoc2,1.913,0,0,1,0,0.5,22,22,med
69,1,2,-26,epoc2,1.699,0,0,1,0,0.5,23,23,med
69,1,2,-26,epoc2,1.864,0,0,1,0,0.5,24,24,med
69,1,2,-26,epoc2,2.2,0,0,1,0,0.5,25,25,med
69,1,2,-26,epoc2,1.488,0,0,1,0,0.5,26,26,med
69,1,2,-26,epoc2,1.036,0,0,1,0,0.5,27,27,med
69,1,2,-26,epoc2,0.826,0,0,1,0,0.5,28,28,med
69,1,2,-26,epoc2,0.55,0,1,1,0,0.5,29,29,med
69,1,2,-26,epoc2,3.138,0,1,1,0,0.5,30,30,med
69,2,3,-11,epoc1,10.503,0,1,1,0,0.5,31,1,med
69,2,3,-11,epoc1,1.417,0,1,1,0,0.5,32,2,med
69,2,3,-11,epoc1,1.417,0,1,1,0,0.5,33,3,med
69,2,3,-11,epoc1,0.897,0,1,1,0,0.5,34,4,med
69,2,3,-11,epoc1,1.055,0,1,1,0,0.5,35,5,med
69,2,3,-11,epoc1,0.509,0,1,1,0,0.5,36,6,med
69,2,3,-11,epoc1,1.364,0,1,1,0,0.5,37,7,med
69,2,3,-11,epoc1,0.919,0,1,1,0,0.5,38,8,med
69,2,3,-11,epoc1,0.859,0,1,1,0,0.5,39,9,med
69,2,3,-11,epoc1,0.559,0,1,1,0,0.5,40,10,med
69,2,3,-11,epoc1,0.797,0,1,0,0,0.5,41,11,med
69,2,3,-11,epoc1,1.661,0,1,1,0,0.5,42,12,med
69,2,3,-11,epoc1,1.407,0,1,0,0,0.5,43,13,med
69,2,3,-11,epoc1,0.876,0,1,0,0,0.5,44,14,med
69,2,3,-11,epoc1,0.782,0,1,1,0,0.5,45,15,med
69,2,3,-11,epoc2,0.85,0,1,0,0,0.5,46,16,med
69,2,3,-11,epoc2,0.996,0,1,1,0,0.5,47,17,med
69,2,3,-11,epoc2,1.109,0,1,0,0,0.5,48,18,med
69,2,3,-11,epoc2,0.79,0,1,0,0,0.5,49,19,med
69,2,3,-11,epoc2,1,0,1,0,0,0.5,50,20,med
69,2,3,-11,epoc2,1.709,0,0,0,0,0.5,51,21,med
69,2,3,-11,epoc2,1.019,0,1,0,0,0.5,52,22,med
69,2,3,-11,epoc2,1.259,0,1,0,0,0.5,53,23,med
69,2,3,-11,epoc2,1.099,0,1,0,0,0.5,54,24,med
69,2,3,-11,epoc2,1.053,0,1,0,0,0.5,55,25,med
69,2,3,-11,epoc2,1.275,0,1,0,0,0.5,56,26,med
69,2,3,-11,epoc2,2.483,0,1,1,0,0.5,57,27,med
69,2,3,-11,epoc2,0.907,0,1,1,0,0.5,58,28,med
69,2,3,-11,epoc2,0.868,0,1,0,0,0.5,59,29,med
69,2,3,-11,epoc2,0.913,0,1,0,0,0.5,60,30,med
70,1,2,-15,epoc1,7.03,-8,0,0,0,0.5,1,1,med
70,1,2,-15,epoc1,7.289,-8,0,0,0,0.5,2,2,med
70,1,2,-15,epoc1,4.641,-8,0,0,0,0.5,3,3,med
70,1,2,-15,epoc1,5.06,-8,0,0,0,0.5,4,4,med
70,1,2,-15,epoc1,1.438,-8,1,1,0,0.5,5,5,med
70,1,2,-15,epoc1,4.306,-8,0,1,0,0.5,6,6,med
70,1,2,-15,epoc1,1.875,-8,0,0,0,0.5,7,7,med
70,1,2,-15,epoc1,1.309,-8,1,0,0,0.5,8,8,med
70,1,2,-15,epoc1,2.679,-8,0,0,0,0.5,9,9,med
70,1,2,-15,epoc1,1.79,-8,0,0,0,0.5,10,10,med
70,1,2,-15,epoc1,1.34,-8,0,0,0,0.5,11,11,med
70,1,2,-15,epoc1,2.222,-8,0,0,0,0.5,12,12,med
70,1,2,-15,epoc1,1.046,-8,0,1,0,0.5,13,13,med
70,1,2,-15,epoc1,1.559,-8,0,0,0,0.5,14,14,med
70,1,2,-15,epoc1,1.258,-8,0,0,0,0.5,15,15,med
70,1,2,-15,epoc2,1.22,-8,0,1,0,0.5,16,16,med
70,1,2,-15,epoc2,0.773,-8,0,1,0,0.5,17,17,med
70,1,2,-15,epoc2,0.874,-8,0,1,0,0.5,18,18,med
70,1,2,-15,epoc2,1.237,-8,0,1,0,0.5,19,19,med
70,1,2,-15,epoc2,0.94,-8,0,1,0,0.5,20,20,med
70,1,2,-15,epoc2,2.878,-8,0,1,0,0.5,21,21,med
70,1,2,-15,epoc2,1.474,-8,0,0,0,0.5,22,22,med
70,1,2,-15,epoc2,1.377,-8,0,1,0,0.5,23,23,med
70,1,2,-15,epoc2,4.725,-8,0,1,0,0.5,24,24,med
70,1,2,-15,epoc2,1.477,-8,0,1,0,0.5,25,25,med
70,1,2,-15,epoc2,1.758,-8,0,1,0,0.5,26,26,med
70,1,2,-15,epoc2,8.34,-8,0,0,0,0.5,27,27,med
70,1,2,-15,epoc2,1.091,-8,0,1,0,0.5,28,28,med
70,1,2,-15,epoc2,1.357,-8,0,1,0,0.5,29,29,med
70,1,2,-15,epoc2,1.199,-8,0,0,0,0.5,30,30,med
70,2,3,25,epoc1,3.253,30,1,1,0,0.5,31,1,high
70,2,3,25,epoc1,1.454,30,1,0,0,0.5,32,2,high
70,2,3,25,epoc1,1.506,30,1,1,0,0.5,33,3,high
70,2,3,25,epoc1,2.728,30,1,1,0,0.5,34,4,high
70,2,3,25,epoc1,1.111,30,0,1,0,0.5,35,5,high
70,2,3,25,epoc1,3.206,30,1,1,0,0.5,36,6,high
70,2,3,25,epoc1,2.173,30,1,1,0,0.5,37,7,high
70,2,3,25,epoc1,12.704,30,1,1,0,0.5,38,8,high
70,2,3,25,epoc1,1.74,30,1,0,0,0.5,39,9,high
70,2,3,25,epoc1,1.546,30,1,1,0,0.5,40,10,high
70,2,3,25,epoc1,1.344,30,1,1,0,0.5,41,11,high
70,2,3,25,epoc1,3.926,30,1,1,0,0.5,42,12,high
70,2,3,25,epoc1,1.511,30,1,1,0,0.5,43,13,high
70,2,3,25,epoc1,2.425,30,1,1,0,0.5,44,14,high
70,2,3,25,epoc1,2.809,30,1,1,0,0.5,45,15,high
70,2,3,25,epoc2,1.223,30,0,1,0,0.5,46,16,high
70,2,3,25,epoc2,1.542,30,1,0,0,0.5,47,17,high
70,2,3,25,epoc2,1.508,30,1,0,0,0.5,48,18,high
70,2,3,25,epoc2,1.393,30,1,1,0,0.5,49,19,high
70,2,3,25,epoc2,3.108,30,1,0,0,0.5,50,20,high
70,2,3,25,epoc2,1.777,30,1,0,0,0.5,51,21,high
70,2,3,25,epoc2,2.343,30,1,0,0,0.5,52,22,high
70,2,3,25,epoc2,1.576,30,1,0,0,0.5,53,23,high
70,2,3,25,epoc2,1.492,30,1,0,0,0.5,54,24,high
70,2,3,25,epoc2,1.543,30,1,0,0,0.5,55,25,high
70,2,3,25,epoc2,1.493,30,1,0,0,0.5,56,26,high
70,2,3,25,epoc2,2.576,30,1,1,0,0.5,57,27,high
70,2,3,25,epoc2,2.045,30,1,1,0,0.5,58,28,high
70,2,3,25,epoc2,1.543,30,1,0,0,0.5,59,29,high
70,2,3,25,epoc2,2.71,30,1,0,0,0.5,60,30,high
70,3,4,-30,epoc1,2.605,-30,0,0,0,0.5,61,1,low
70,3,4,-30,epoc1,3.105,-30,1,1,0,0.5,62,2,low
70,3,4,-30,epoc1,1.674,-30,1,1,0,0.5,63,3,low
70,3,4,-30,epoc1,1.308,-30,1,1,0,0.5,64,4,low
70,3,4,-30,epoc1,1.891,-30,1,1,0,0.5,65,5,low
70,3,4,-30,epoc1,1.26,-30,1,1,0,0.5,66,6,low
70,3,4,-30,epoc1,1.495,-30,1,1,0,0.5,67,7,low
70,3,4,-30,epoc1,1.158,-30,1,1,0,0.5,68,8,low
70,3,4,-30,epoc1,1.693,-30,1,1,0,0.5,69,9,low
70,3,4,-30,epoc1,1.659,-30,1,0,0,0.5,70,10,low
70,3,4,-30,epoc1,1.574,-30,0,0,0,0.5,71,11,low
70,3,4,-30,epoc1,1.524,-30,1,1,0,0.5,72,12,low
70,3,4,-30,epoc1,3.15,-30,1,1,0,0.5,73,13,low
70,3,4,-30,epoc1,0.844,-30,1,0,0,0.5,74,14,low
70,3,4,-30,epoc1,1.311,-30,0,1,0,0.5,75,15,low
70,3,4,-30,epoc2,1.805,-30,0,0,0,0.5,76,16,low
70,3,4,-30,epoc2,2.958,-30,1,0,0,0.5,77,17,low
70,3,4,-30,epoc2,2.059,-30,0,1,0,0.5,78,18,low
70,3,4,-30,epoc2,1.744,-30,0,1,0,0.5,79,19,low
70,3,4,-30,epoc2,1.277,-30,0,1,0,0.5,80,20,low
70,3,4,-30,epoc2,1.71,-30,0,1,0,0.5,81,21,low
70,3,4,-30,epoc2,1.31,-30,0,1,0,0.5,82,22,low
70,3,4,-30,epoc2,0.993,-30,0,1,0,0.5,83,23,low
70,3,4,-30,epoc2,1.242,-30,0,1,0,0.5,84,24,low
70,3,4,-30,epoc2,1.41,-30,0,1,0,0.5,85,25,low
70,3,4,-30,epoc2,1.392,-30,0,1,0,0.5,86,26,low
70,3,4,-30,epoc2,1.662,-30,0,0,0,0.5,87,27,low
70,3,4,-30,epoc2,2.344,-30,1,0,0,0.5,88,28,low
70,3,4,-30,epoc2,1.527,-30,0,0,0,0.5,89,29,low
70,3,4,-30,epoc2,2.645,-30,1,0,0,0.5,90,30,low
71,1,3,35,epoc1,3.995,10,1,1,0,0.5,1,1,high
71,1,3,35,epoc1,4.98,10,1,0,0,0.5,2,2,high
71,1,3,35,epoc1,3.755,10,1,1,0,0.5,3,3,high
71,1,3,35,epoc1,2.509,10,1,1,0,0.5,4,4,high
71,1,3,35,epoc1,1.509,10,1,1,0,0.5,5,5,high
71,1,3,35,epoc1,1.128,10,1,0,0,0.5,6,6,high
71,1,3,35,epoc1,1.523,10,1,1,0,0.5,7,7,high
71,1,3,35,epoc1,1.727,10,1,1,0,0.5,8,8,high
71,1,3,35,epoc1,1.075,10,1,1,0,0.5,9,9,high
71,1,3,35,epoc1,1.311,10,1,1,0,0.5,10,10,high
71,1,3,35,epoc1,0.943,10,1,0,0,0.5,11,11,high
71,1,3,35,epoc1,0.875,10,1,1,0,0.5,12,12,high
71,1,3,35,epoc1,0.677,10,1,1,0,0.5,13,13,high
71,1,3,35,epoc1,1.441,10,1,1,0,0.5,14,14,high
71,1,3,35,epoc1,1.11,10,1,1,0,0.5,15,15,high
71,1,3,35,epoc2,1.421,10,1,0,0,0.5,16,16,high
71,1,3,35,epoc2,1.188,10,0,1,0,0.5,17,17,high
71,1,3,35,epoc2,1.224,10,1,0,0,0.5,18,18,high
71,1,3,35,epoc2,1.176,10,1,0,0,0.5,19,19,high
71,1,3,35,epoc2,1.109,10,1,1,0,0.5,20,20,high
71,1,3,35,epoc2,1.027,10,1,0,0,0.5,21,21,high
71,1,3,35,epoc2,1.243,10,1,0,0,0.5,22,22,high
71,1,3,35,epoc2,1.194,10,1,1,0,0.5,23,23,high
71,1,3,35,epoc2,1.277,10,1,0,0,0.5,24,24,high
71,1,3,35,epoc2,0.792,10,1,0,0,0.5,25,25,high
71,1,3,35,epoc2,0.959,10,1,0,0,0.5,26,26,high
71,1,3,35,epoc2,1.193,10,1,0,0,0.5,27,27,high
71,1,3,35,epoc2,0.909,10,1,0,0,0.5,28,28,high
71,1,3,35,epoc2,2.311,10,1,0,0,0.5,29,29,high
71,1,3,35,epoc2,0.911,10,1,1,0,0.5,30,30,high
71,2,3,-14,epoc1,4.485,4,1,1,0,0.5,31,1,med
71,2,3,-14,epoc1,0.823,4,1,1,0,0.5,32,2,med
71,2,3,-14,epoc1,1.488,4,1,1,0,0.5,33,3,med
71,2,3,-14,epoc1,0.99,4,1,1,0,0.5,34,4,med
71,2,3,-14,epoc1,0.493,4,1,1,0,0.5,35,5,med
71,2,3,-14,epoc1,0.555,4,0,1,0,0.5,36,6,med
71,2,3,-14,epoc1,0.511,4,1,1,0,0.5,37,7,med
71,2,3,-14,epoc1,0.644,4,0,1,0,0.5,38,8,med
71,2,3,-14,epoc1,0.355,4,1,1,0,0.5,39,9,med
71,2,3,-14,epoc1,0.893,4,1,1,0,0.5,40,10,med
71,2,3,-14,epoc1,15,4,0,0,0,0.5,41,11,med
71,2,3,-14,epoc1,0.649,4,1,1,0,0.5,42,12,med
71,2,3,-14,epoc1,0.527,4,1,1,0,0.5,43,13,med
71,2,3,-14,epoc1,0.491,4,1,0,0,0.5,44,14,med
71,2,3,-14,epoc1,0.459,4,0,0,0,0.5,45,15,med
71,2,3,-14,epoc2,0.586,4,1,0,0,0.5,46,16,med
71,2,3,-14,epoc2,0.527,4,0,1,0,0.5,47,17,med
71,2,3,-14,epoc2,0.696,4,0,1,0,0.5,48,18,med
71,2,3,-14,epoc2,0.641,4,1,0,0,0.5,49,19,med
71,2,3,-14,epoc2,0.743,4,0,0,0,0.5,50,20,med
71,2,3,-14,epoc2,1.777,4,0,1,0,0.5,51,21,med
71,2,3,-14,epoc2,2.992,4,0,1,0,0.5,52,22,med
71,2,3,-14,epoc2,2.144,4,0,1,0,0.5,53,23,med
71,2,3,-14,epoc2,1.606,4,0,1,0,0.5,54,24,med
71,2,3,-14,epoc2,0.725,4,1,0,0,0.5,55,25,med
71,2,3,-14,epoc2,0.493,4,1,1,0,0.5,56,26,med
71,2,3,-14,epoc2,1.11,4,0,0,0,0.5,57,27,med
71,2,3,-14,epoc2,1.236,4,0,1,0,0.5,58,28,med
71,2,3,-14,epoc2,0.886,4,1,0,0,0.5,59,29,med
71,2,3,-14,epoc2,0.892,4,1,0,0,0.5,60,30,med
72,1,4,0,epoc1,6.572,0,0,0,0,0.5,1,1,med
72,1,4,0,epoc1,13.023,0,1,0,0,0.5,2,2,med
72,1,4,0,epoc1,7.996,0,0,0,0,0.5,3,3,med
72,1,4,0,epoc1,5.048,0,1,1,0,0.5,4,4,med
72,1,4,0,epoc1,2.714,0,1,1,0,0.5,5,5,med
72,1,4,0,epoc1,1.789,0,1,1,0,0.5,6,6,med
72,1,4,0,epoc1,1.141,0,1,1,0,0.5,7,7,med
72,1,4,0,epoc1,0.891,0,1,1,0,0.5,8,8,med
72,1,4,0,epoc1,0.862,0,1,1,0,0.5,9,9,med
72,1,4,0,epoc1,0.977,0,1,0,0,0.5,10,10,med
72,1,4,0,epoc1,1.572,0,1,1,0,0.5,11,11,med
72,1,4,0,epoc1,1.148,0,1,1,0,0.5,12,12,med
72,1,4,0,epoc1,1.174,0,1,0,0,0.5,13,13,med
72,1,4,0,epoc1,1.933,0,1,1,0,0.5,14,14,med
72,1,4,0,epoc1,1.172,0,1,1,0,0.5,15,15,med
72,1,4,0,epoc2,1.434,0,1,1,0,0.5,16,16,med
72,1,4,0,epoc2,1.292,0,1,0,0,0.5,17,17,med
72,1,4,0,epoc2,1.776,0,1,0,0,0.5,18,18,med
72,1,4,0,epoc2,2.291,0,1,0,0,0.5,19,19,med
72,1,4,0,epoc2,1.742,0,1,0,0,0.5,20,20,med
72,1,4,0,epoc2,1.309,0,1,1,0,0.5,21,21,med
72,1,4,0,epoc2,2.997,0,0,1,0,0.5,22,22,med
72,1,4,0,epoc2,1.773,0,0,1,0,0.5,23,23,med
72,1,4,0,epoc2,15,0,1,0,0,0.5,24,24,med
72,1,4,0,epoc2,4.907,0,1,0,0,0.5,25,25,med
72,1,4,0,epoc2,2.748,0,0,1,0,0.5,26,26,med
72,1,4,0,epoc2,4.534,0,0,1,0,0.5,27,27,med
72,1,4,0,epoc2,2.784,0,0,0,0,0.5,28,28,med
72,1,4,0,epoc2,15,0,1,0,0,0.5,29,29,med
72,1,4,0,epoc2,2.956,0,0,0,0,0.5,30,30,med
72,2,4,14,epoc1,2.699,0,1,1,0,0.5,31,1,med
72,2,4,14,epoc1,1.859,0,1,1,0,0.5,32,2,med
72,2,4,14,epoc1,1.073,0,1,0,0,0.5,33,3,med
72,2,4,14,epoc1,1.046,0,1,1,0,0.5,34,4,med
72,2,4,14,epoc1,1.042,0,1,1,0,0.5,35,5,med
72,2,4,14,epoc1,0.814,0,1,1,0,0.5,36,6,med
72,2,4,14,epoc1,0.814,0,1,1,0,0.5,37,7,med
72,2,4,14,epoc1,1.263,0,1,1,0,0.5,38,8,med
72,2,4,14,epoc1,1.056,0,1,1,0,0.5,39,9,med
72,2,4,14,epoc1,1.516,0,1,1,0,0.5,40,10,med
72,2,4,14,epoc1,1.024,0,1,1,0,0.5,41,11,med
72,2,4,14,epoc1,1.058,0,1,0,0,0.5,42,12,med
72,2,4,14,epoc1,1.008,0,1,1,0,0.5,43,13,med
72,2,4,14,epoc1,1.204,0,1,0,0,0.5,44,14,med
72,2,4,14,epoc1,1.138,0,1,1,0,0.5,45,15,med
72,2,4,14,epoc2,0.913,0,1,1,0,0.5,46,16,med
72,2,4,14,epoc2,1.402,0,1,0,0,0.5,47,17,med
72,2,4,14,epoc2,1.027,0,1,0,0,0.5,48,18,med
72,2,4,14,epoc2,0.988,0,1,0,0,0.5,49,19,med
72,2,4,14,epoc2,0.993,0,1,1,0,0.5,50,20,med
72,2,4,14,epoc2,1.355,0,1,0,0,0.5,51,21,med
72,2,4,14,epoc2,1.027,0,1,0,0,0.5,52,22,med
72,2,4,14,epoc2,1.017,0,1,0,0,0.5,53,23,med
72,2,4,14,epoc2,0.757,0,1,0,0,0.5,54,24,med
72,2,4,14,epoc2,1.07,0,1,0,0,0.5,55,25,med
72,2,4,14,epoc2,1.525,0,1,0,0,0.5,56,26,med
72,2,4,14,epoc2,1.021,0,1,0,0,0.5,57,27,med
72,2,4,14,epoc2,1.242,0,0,1,0,0.5,58,28,med
72,2,4,14,epoc2,1.16,0,0,1,0,0.5,59,29,med
72,2,4,14,epoc2,0.978,0,0,0,0,0.5,60,30,med
